"","id","date","country","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population","countrycode","continentcode","tstamp","latitude","longitude","magnitude","tsunami_ind","damage_range","houses_damaged"
"29",29,2007-02-25,"Pakistan","landslide","Landslide","Rain","",8,NA,"Presstv","http://www.presstv.ir/detail.aspx?id=534&sectionid=3510204","",50,"Medium",1.14371,50000,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.8667,73.7667,NA,NA,NA,NA
"30",30,2007-02-27,"United States","landslide","Complex","Rain","",NA,NA,"MandC","http://news.monstersandcritics.com/usa/news/article_1270206.php/San_Francisco_hit_by_landslide","",5,"Medium",4.28838,805235,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",37.7923,-122.4629,NA,NA,NA,NA
"31",31,2007-03-01,"Indonesia","landslide","Landslide","Rain","",12,NA,"News Xinhuet","http://news.xinhuanet.com/english/2007-03/04/content_5797299.htm","",50,"Medium",12.08092,17356,"TL","OC","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-8.6993,125.6723,NA,NA,NA,NA
"32",32,2007-03-03,"France","landslide","Landslide","Unknown","",NA,NA,"Reuters - AlertNet.org","http://www.alertnet.org/thenews/newsdesk/L03580399.htm","",5,"Small",5.87091,10614,"FR","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",45.8737,6.8935,NA,NA,NA,NA
"33",33,2007-03-03,"Indonesia","landslide","Landslide","Downpour","",3,NA,"Red Cross - Field reports","http://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2613","",50,"Medium",6.70539,0,"ID","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-8.626481143,120.4401609,NA,NA,NA,NA
"34",34,2007-03-02,"United States","landslide","Landslide","Rain","",NA,NA,"NBC 4 news","http://www.nbc4.com/news/11186871/detail.html","Unknown",NA,"Small",3.40765,16000,"US",NA,"Thu Jan 07 2016 20:34:44 GMT+0000 (UTC)",38.6009,-77.2682,NA,NA,NA,NA
"35",35,2007-03-12,"India","landslide","Landslide","Rain","",2,NA,"Tribune India.com","http://www.tribuneindia.com/2007/20070313/j&k.htm#2","",50,"Medium",10.00335,975857,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",34.0935,74.9112,NA,NA,NA,NA
"36",36,2007-03-14,"United Kingdom","landslide","Landslide","Rain","",NA,NA,"Shopshire news","http://www.shropshirestar.com/2007/03/farm-is-hit-by-landslide/","",5,"Small",2.96254,3371,"GB","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",52.456,-2.4244,NA,NA,NA,NA
"37",37,2007-03-19,"India","landslide","Landslide","Rain","",2,NA,"Tribune India.com","","",25,"Medium",18.10887,14711,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.8778,74.3333,NA,NA,NA,NA
"38",38,2007-03-20,"Pakistan","landslide","Landslide","Rain","",40,NA,"IOL","http://www.int.iol.co.za/index.php?set_id=1&click_id=126&art_id=nw20070320185758654C186026","",25,"Medium",10.21214,22551,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.5708,73.494,NA,NA,NA,NA
"39",39,2007-03-21,"Nepal","landslide","Landslide","Rain","",NA,NA,"English People's Online","http://english.people.com.cn/200703/21/eng20070321_359809.html","",50,"Medium",1.36246,0,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.3667,82.1667,NA,NA,NA,NA
"40",40,2007-03-21,"Pakistan","landslide","Landslide","Rain","",10,NA,"Reuters - AlertNet.org","http://www.alertnet.org/thenews/newsdesk/IRIN/cd762a7e55cc29a72f2e39dec4074f17.htm","",25,"Medium",2.07567,601600,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.7033,73.038,NA,NA,NA,NA
"41",41,2007-03-22,"Malaysia","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","http://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2685","",10,"Medium",1.14708,50000,"MY","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",2.943,101.698,NA,NA,NA,NA
"42",42,2007-03-22,"United States","landslide","Landslide","Rain","",NA,NA,"Canton Rep.com","http://www.cantonrep.com/index.php?ID=345054&Category=9&subCategoryID=0","",5,"Small",3.33522,17288,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",40.5175,-81.4305,NA,NA,NA,NA
"43",43,2007-03-23,"Pakistan","landslide","Landslide","Downpour","",10,NA,"Gulfnews.com","http://archive.gulfnews.com/articles/07/03/23/10113087.html","",50,"Medium",9.48165,14711,"IN","AS","Fri Sep 12 2014 19:59:55 GMT+0000 (UTC)",33.9659,74.3313,NA,NA,NA,NA
"44",44,2007-03-25,"Tajikistan","landslide","Landslide","Downpour","",8,NA,"Red Cross - Field reports","http://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2675","Below_road",NA,"Small",22.77523,1115,"TJ","AS","Thu Jan 07 2016 21:19:10 GMT+0000 (UTC)",39.0071,70.1951,NA,NA,NA,NA
"45",45,2007-03-26,"United States","landslide","Landslide","Rain","",NA,NA,"TDN.com","http://www.tdn.com/articles/2007/03/27/top_story/news01.txt","",5,"Medium",29.09438,1982,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",46.355,-122.5479,NA,NA,NA,NA
"46",46,2007-03-26,"Yemen","landslide","Landslide","Rain","",NA,NA,"Reuters - AlertNet.org","http://www.alertnet.org/thenews/newsdesk/L26560027.htm","",NA,"Medium",8.84661,0,"YE","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",15.4508,43.9605,NA,NA,NA,NA
"47",47,2007-03-24,"Canada","landslide","Landslide","Rain","",NA,NA,"The Vancouver Province","http://www.canada.com/theprovince/news/story.html?id=89edb96c-e563-46c7-b34a-b5a2772243a5","Above_river",NA,"Large",11.24896,151683,"CA",NA,"Thu Jan 07 2016 20:43:59 GMT+0000 (UTC)",49.1461,-122.3236,NA,NA,NA,NA
"48",48,2007-03-28,"Afghanistan","landslide","Landslide","Flooding","",114,NA,"United Nations Development Programme - Relief Web","http://www.reliefweb.int/rw/RWB.NSF/db900SID/EVOD-6ZPEZU?OpenDocument","",50,"Large",0.83418,3043532,"AF","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",34.5353,69.1696,NA,NA,NA,NA
"49",49,2007-03-28,"Canada","landslide","Landslide","Rain","",NA,NA,"Skyscraper","http://forum.skyscraperpage.com/showthread.php?t=128232","",5,"Medium",1.48553,44560,"CA",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",49.2966,-123.1357,NA,NA,NA,NA
"50",50,2007-03-28,"United States","landslide","Landslide","Rain","",NA,NA,"kgw.com","http://www.kgw.com/news-local/stories/kgw_033007_news_sunset_slide.16295132.html","Above_road",NA,"Small",2.3782,20156,"US",NA,"Thu Jan 07 2016 20:53:16 GMT+0000 (UTC)",45.5113,-122.7069,NA,NA,NA,NA
"51",51,2007-04-01,"Tajikistan","landslide","Landslide","Downpour","",1,NA,"Red Cross - Field reports","http://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2700","",5,"Medium",29.06942,2899,"TJ","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.221,71.188,NA,NA,NA,NA
"52",52,2007-04-01,"Tajikistan","landslide","Landslide","Downpour","",NA,NA,"","http://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2700","",5,"Medium",73.47045,5521,"TJ","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",37.576,72.592,NA,NA,NA,NA
"53",53,2007-04-02,"China","landslide","Landslide","Rain","",7,NA,"Freshnews India","http://www.freshnews.in/china-landslide-kills-seven-1824","",5,"Medium",1.01466,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",29.3014,108.1536,NA,NA,NA,NA
"54",54,2007-04-05,"Fiji","landslide","Landslide","Tropical_Cyclone","",NA,NA,"AFP - abc.net.au","http://www.abc.net.au/news/stories/2007/04/05/1891095.htm","",NA,"Medium",18.90987,27949,"FJ","OC","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-16.5834,179.4221,NA,NA,NA,NA
"55",55,2007-04-05,"Tajikistan","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","http://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2700","",5,"Medium",0.31668,26000,"TJ","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",36.727,71.611,NA,NA,NA,NA
"56",56,2007-04-06,"United States","landslide","Landslide","Rain","",NA,NA,"The Pittsburgh Channel.com","https://web.archive.org/web/20080423132842/http://www.thepittsburghchannel.com/news/11846833/detail.html","Urban_area",5,"Small",2.91977,15930,"US",NA,"Thu Jan 07 2016 21:58:13 GMT+0000 (UTC)",40.4377,-79.916,NA,NA,NA,NA
"57",57,2007-04-11,"India","landslide","Landslide","Downpour","",NA,NA,"WebIndia123.com","http://news.webindia123.com/news/ar_showdetails.asp?id=704100915&cat=&n_date=20070410","",5,"Medium",11.92749,1464,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.4459,88.6193,NA,NA,NA,NA
"58",58,2007-04-13,"Spain","landslide","Landslide","Rain","",NA,NA,"ThinkSpain.com","http://www.thinkspain.com/news-spain/12940","",10,"Medium",4.28556,1026,"ES","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",41.8741,-1.2144,NA,NA,NA,NA
"59",59,2007-04-14,"Canada","landslide","Riverbank_Collapse","Rain","",NA,NA,"Le Soleil","http://www.hebdos.net/lsc/edition162007/articles.asp?article_id=166976","Above_river",NA,"Small",2.98682,42786,"CA",NA,"Wed Jan 13 2016 16:01:36 GMT+0000 (UTC)",45.3226,-73.7771,NA,NA,NA,NA
"60",60,2007-04-15,"Jordan","landslide","Landslide","Rain","",13,NA,"Khleej times.com","http://www.khaleejtimes.com/DisplayArticleNew.asp?xfile=data/middleeast/2007/April/middleeast_April231.xml&section=middleeast&col=","",15,"Large",18.85719,19783,"JO","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",31.747,35.5915,NA,NA,NA,NA
"61",61,2007-04-15,"United States","landslide","Landslide","Downpour","",0,NA,"Source: Matthew Crawford (KGS)","","Below_road",5,"Small",5.66542,6903,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",37.4325,-82.4931,NA,NA,NA,NA
"62",62,2007-04-15,"Canada","landslide","Landslide","Rain","",NA,NA,"CBC news","http://www.cbc.ca/canada/newfoundland-labrador/story/2007/04/16/second-landslide.html","Bluff",NA,"Small",119.78675,4163,"CA",NA,"Fri Aug 14 2015 17:01:14 GMT+0000 (UTC)",50.2413,-57.5843,NA,NA,NA,NA
"63",63,2007-04-17,"Tajikistan","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","http://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2713","",10,"Medium",2.66467,37995,"TJ","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",38.533,68.214,NA,NA,NA,NA
"64",64,2007-04-20,"United States","landslide","Landslide","Rain","",NA,NA,"Applalachain news-express","http://www.news-expressky.com/articles/2007/04/19/top_story/01mudslide.txt","",10,"Small",0.23715,6903,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",37.4814,-82.5186,NA,NA,NA,NA
"65",65,2007-04-21,"Indonesia","landslide","Landslide","Rain","",5,NA,"Dawn - English Pakistan Newpaper","http://www.dawn.com/2007/04/21/welcome.htm","",5,"Medium",2.95753,1288084,"ID","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-6.9667,110.4167,NA,NA,NA,NA
"66",66,2007-04-23,"Spain","landslide","Landslide","Rain","",NA,NA,"TypicallySpanish.com","http://www.typicallyspanish.com/news/publish/article_10076.shtml","",5,"Medium",0.59066,6090,"ES","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",37.3385,-2.301,NA,NA,NA,NA
"67",67,2007-04-24,"United States","landslide","Landslide","Rain","",NA,NA,"Sioux City Journnal","http://www.siouxcityjournal.com/articles/2007/04/25/news/top/02a92f1defdd220f862572c800126dfc.txt","",1,"Small",2.48033,2540,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",42.4941,-96.4576,NA,NA,NA,NA
"68",68,2007-05-01,"Indonesia","landslide","Landslide","Rain","",30,NA,"TwoCircles.net","http://www.twocircles.net/five-killed-indonesia-landslide.html","Unknown",NA,"Medium",0.6793,15000,"ID","AS","Fri Jan 08 2016 17:59:10 GMT+0000 (UTC)",-2.6857,118.8947,NA,NA,NA,NA
"69",69,2007-05-04,"Afghanistan","landslide","Mudslide","Rain","",1,NA,"United Press International - Newsdaily.com","http://www.sciencedaily.com/upi/index.php?feed=TopNews&article=UPI-1-20070504-12042900-bc-afghanistan-czech.xml","",NA,"Medium",15.84683,0,"AF","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",35.625,65.7424,NA,NA,NA,NA
"70",70,2007-05-04,"Sri Lanka","landslide","Landslide","Rain","",NA,NA,"UK Reuters - AlertNet.org","http://uk.reuters.com/article/homepageCrisis/idUKCOL206608._CH_.242020070504","",10,"Medium",0.44456,93118,"LK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",6.0327,80.2174,NA,NA,NA,NA
"71",71,2007-05-05,"Fiji","landslide","Landslide","Rain","",NA,NA,"ICL","","",50,"Medium",61.21328,14596,"FJ","OC","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-17.56,178.25,NA,NA,NA,NA
"72",72,2007-05-07,"Vietnam","landslide","Mudslide","Rain","",3,NA,"AAP - Ninemsn","http://news.ninemsn.com.au/article.aspx?id=265394","",NA,"Large",24.40903,0,"VN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",19.2675,104.8433,NA,NA,NA,NA
"73",73,2007-05-08,"India","landslide","Landslide","Rain","",NA,NA,"ICL","","",50,"Medium",0.79654,7317,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.242,75.231,NA,NA,NA,NA
"74",74,2007-05-19,"Bulgaria","landslide","Landslide","Rain","",NA,NA,"FOCUS News Agency","http://www.focus-fen.net/index.php?id=n112724","",5,"Medium",8.7828,11975,"BG","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",43.1083,23.6083,NA,NA,NA,NA
"75",75,2007-05-20,"Bulgaria","landslide","Landslide","Rain","",NA,NA,"FOCUS News Agency","http://www.focus-fen.net/index.php?id=n112803","",10,"Medium",10.95219,1152556,"BG","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",42.6452,23.2109,NA,NA,NA,NA
"76",76,2007-05-20,"China","landslide","Landslide","Rain","",10,NA,"China Central Television","http://www.cctv.com/english/20070523/105986.shtml","",10,"Medium",1.35199,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.2785,103.566,NA,NA,NA,NA
"77",77,2007-05-21,"Colombia","landslide","Mudslide","Rain","",13,NA,"Reuters - AlertNet.org","http://www.reuters.com/news/video/videoStory?videoId=53594&feedType=RSS&rpc=23","",10,"Large",0.62022,440118,"CO","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",4.8081,-75.6941,NA,NA,NA,NA
"78",78,2007-05-23,"India","landslide","Landslide","Rain","",NA,NA,"Sikkim times.com","http://www.thestatesman.net/page.arcview.php?clid=10&id=184730&usrsess=1","",50,"Medium",1.48585,30700,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.3383,88.6069,NA,NA,NA,NA
"79",79,2007-05-25,"China","landslide","Landslide","Rain","",18,NA,"BBC News","http://news.bbc.co.uk/1/hi/world/asia-pacific/6694319.stm","",10,"Medium",1.60764,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.9334,105.2333,NA,NA,NA,NA
"80",80,2007-05-25,"China","landslide","Landslide","Rain","",9,NA,"Reuters - ABC News","http://www.abc.net.au/news/newsitems/200705/s1934211.htm","",10,"Medium",2.07593,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.9973,101.5333,NA,NA,NA,NA
"81",81,2007-05-27,"China","landslide","Landslide","Rain","",34,NA,"Reuters - ABC News","http://www.abc.net.au/news/newsitems/200705/s1934211.htm","",10,"Medium",0.04457,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.2668,103.5681,NA,NA,NA,NA
"82",82,2007-05-28,"Canada","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","http://www.canada.com/vancouversun/news/westcoastnews/story.html?id=4f4b9a27-d26f-4cbb-98fd-9803e6b19b20","",10,"Large",2.36318,19443,"CA",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",54.5121,-128.5677,NA,NA,NA,NA
"83",83,2007-05-28,"Turkey","landslide","Landslide","Rain","",NA,NA,"javno.com","http://www.javno.com/en/world/clanak.php?id=47764","",50,"Medium",1.60003,371713,"TR","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",38.5035,43.3948,NA,NA,NA,NA
"84",84,2007-06-11,"Bangladesh","landslide","Landslide","Monsoon","",128,150,"Wikipedia","http://en.wikipedia.org/wiki/2007_Chittagong_mudslide","Urban_area",NA,"Very_large",2.48492,3920222,"BD","AS","Wed Dec 16 2015 20:58:54 GMT+0000 (UTC)",22.3555,91.8205,NA,NA,NA,NA
"85",85,2007-06-11,"Bangladesh","landslide","Mudslide","Downpour","",3,NA,"Red Cross - Field reports","http://en.wikipedia.org/wiki/2007_Chittagong_mudslide","",10,"Medium",25.83472,25708,"BD","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",22.6368,92.1453,NA,NA,NA,NA
"86",86,2007-06-11,"China","landslide","Mudslide","Downpour","",66,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",17.03062,66442,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.443,111.792,NA,NA,NA,NA
"87",87,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",50,"Medium",3.13089,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.0333,102.8667,NA,NA,NA,NA
"88",88,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",8.41367,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",25.934,118.288,NA,NA,NA,NA
"89",89,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",9.12332,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.278,116.036,NA,NA,NA,NA
"90",90,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",10,"Medium",0.57001,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",22.76,113.247,NA,NA,NA,NA
"91",91,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",13.80524,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",23.641,108.281,NA,NA,NA,NA
"92",92,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",3.13435,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",22.854,113.493,NA,NA,NA,NA
"93",93,2007-06-13,"India","landslide","Landslide","Rain","",NA,NA,"Liveleak.com","http://www.liveleak.com/view?i=6f2_1188615914&c=1","",25,"Small",3.15411,515574,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.7324,88.4089,NA,NA,NA,NA
"94",94,2007-06-15,"India","landslide","Landslide","Rain","",NA,NA,"Kalimpong.info","http://www.kalimpong.info/2007/06/15/landslide-hits-highway-raging-river-threatens-to-wreak-havoc/","",25,"Medium",10.70327,12311,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.8096,88.526,NA,NA,NA,NA
"95",95,2007-06-17,"China","landslide","Landslide","Rain","",8,NA,"World Meteorological Org","http://www.wmo.int/pages/mediacentre/news/archive/news_june2007.html","",NA,"Medium",4.67313,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",31.2912,112.188,NA,NA,NA,NA
"96",96,2007-06-24,"Taiwan","landslide","Landslide","Rain","",NA,NA,"Taiwan headlines.gov","http://www.taiwanheadlines.gov.tw/ct.asp?xItem=78932&CtNode=39","",50,"Medium",3.70701,0,"TW","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",23.4535,120.4256,NA,NA,NA,NA
"97",97,2007-06-25,"India","landslide","Landslide","Rain","",18,NA,"United Nations Development Programme - Relief Web","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",15,"Medium",11.96851,13121,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",16.9648,73.5189,NA,NA,NA,NA
"98",98,2007-06-25,"India","landslide","Landslide","Rain","",10,NA,"United Nations Development Programme - Relief Web","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",25,"Medium",2.36029,228745,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",18.431,79.1492,NA,NA,NA,NA
"99",99,2007-06-25,"India","landslide","Landslide","Rain","",2,NA,"United Nations Development Programme - Relief Web","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",25,"Medium",5.589,12691836,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",19.0298,72.9104,NA,NA,NA,NA
"100",100,2007-06-25,"India","landslide","Landslide","Rain","",NA,NA,"","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",50,"Medium",5.8806,439922,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",11.2738,75.8275,NA,NA,NA,NA
"101",101,2007-06-25,"India","landslide","Landslide","Monsoon","",4,NA,"United Nations Development Programme - Relief Web","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","Unknown",NA,"Large",3.87096,11651,"IN","AS","Fri Jan 08 2016 23:23:44 GMT+0000 (UTC)",11.7095,76.074,NA,NA,NA,NA
"102",102,2007-06-25,"India","landslide","Landslide","Rain","",NA,NA,"","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",15,"Medium",10.53686,14060,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",15.8294,78.0501,NA,NA,NA,NA
"103",103,2007-06-25,"India","landslide","Landslide","Rain","",NA,NA,"","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",15,"Medium",0.87095,127010,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",14.4702,78.8205,NA,NA,NA,NA
"104",104,2007-06-25,"India","landslide","Landslide","Rain","",NA,NA,"","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",NA,"Medium",8.53133,38714,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",16.6252,80.6128,NA,NA,NA,NA
"105",105,2007-06-27,"Ecuador","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2908","",5,"Medium",0.47714,15276,"EC","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-4.065,-78.951,NA,NA,NA,NA
"106",106,2007-06-27,"Ecuador","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2908","",50,"Medium",0.35649,117796,"EC","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-3.99,-79.205,NA,NA,NA,NA
"107",107,2007-06-27,"Ecuador","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2908","",NA,"Medium",33.94603,5114,"EC","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-0.356,-78.148,NA,NA,NA,NA
"108",108,2007-06-28,"China","landslide","Landslide","Rain","",NA,NA,"","http://english.cri.cn/3100/2007/06/28/1221@243464.htm","",5,"Small",4.82581,2035307,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",38.9325,121.553,NA,NA,NA,NA
"109",109,2007-07-01,"United States","landslide","Landslide","Rain","",NA,NA,"NBC5i.com","http://www.nbc5i.com/news/13604036/detail.html","",5,"Medium",0.03668,42409,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",32.7995,-97.2688,NA,NA,NA,NA
"110",110,2007-07-01,"Vietnam","landslide","Landslide","Rain","",3,NA,"thanhniennews.com","http://www.thanhniennews.com/society/?catid=3&newsid=29575","",5,"Medium",1.03388,135477,"VN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",21.0233,107.293,NA,NA,NA,NA
"111",111,2007-07-02,"India","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","https://web.archive.org/web/20090211075301/http://tribuneindia.com/2007/20070703/j&k.htm#1","",25,"Medium",0.16739,7317,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.2443135,75.22742083,NA,NA,NA,NA
"112",112,2007-07-02,"Pakistan","landslide","Landslide","Rain","",23,NA,"Islamic Republic News Agency","http://www.irna.ir/en/news/view/menu-234/0607035680142307.htm","",5,"Large",6.0825,0,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",34.5625,73.8319,NA,NA,NA,NA
"113",113,2007-07-03,"Japan","landslide","Landslide","Tropical_Cyclone","Typhoon Man-yi",NA,NA,"Reuters - AlertNet.org","http://www.alertnet.org/thenews/newsdesk/SP1784.htm","",10,"Medium",4.30907,555352,"JP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",31.572,130.5149,NA,NA,NA,NA
"114",114,2007-07-03,"Norway","landslide","Mudslide","Rain","",21,NA,"Aftenposten","http://www.aftenposten.no/english/local/article1870148.ece","",15,"Medium",3.53259,0,"NO","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",60.4279,9.398,NA,NA,NA,NA
"115",115,2007-07-04,"Mexico","landslide","Landslide","Rain","",7,NA,"nytimes.com","http://www.nytimes.com/2007/07/04/world/americas/04cnd-mexico.html?_r=1&hp&oref=slogin","",50,"Medium",9.51003,1947,"MX",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",18.5369,-96.8229,NA,NA,NA,NA
