"","id","date","country","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population.dis","countrycode","continentcode","tstamp","latitude.dis","longitude.dis","magnitude","tsunami_ind","damage_range","houses_damaged","city_name","latitude.cit","longitude.cit","feature_class","feature_code","population.cit","elevation","average_elevation","timezone","X","X.1","distance_between"
"56068",66,2007-04-23,"Spain","landslide","Landslide","Rain","",NA,NA,"TypicallySpanish.com","http://www.typicallyspanish.com/news/publish/article_10076.shtml","",5,"Medium",0.59066,6090,"ES","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",37.3385,-2.301,NA,NA,NA,NA,"Macael",37.33318,-2.30087,"P","PPLA3",6090,NA,589,"Europe/Madrid","","",33.902560473371
"62902",67,2007-04-24,"United States","landslide","Landslide","Rain","",NA,NA,"Sioux City Journnal","http://www.siouxcityjournal.com/articles/2007/04/25/news/top/02a92f1defdd220f862572c800126dfc.txt","",1,"Small",2.48033,2540,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",42.4941,-96.4576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62903",68,2007-05-01,"Indonesia","landslide","Landslide","Rain","",30,NA,"TwoCircles.net","http://www.twocircles.net/five-killed-indonesia-landslide.html","Unknown",NA,"Medium",0.6793,15000,"ID","AS","Fri Jan 08 2016 17:59:10 GMT+0000 (UTC)",-2.6857,118.8947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62904",69,2007-05-04,"Afghanistan","landslide","Mudslide","Rain","",1,NA,"United Press International - Newsdaily.com","http://www.sciencedaily.com/upi/index.php?feed=TopNews&article=UPI-1-20070504-12042900-bc-afghanistan-czech.xml","",NA,"Medium",15.84683,0,"AF","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",35.625,65.7424,NA,NA,NA,NA,"Dowr-e Rabat",36.69132,68.79093,"P","PPLA2",0,NA,390,"Asia/Kabul","","",484.885367646604
"63215",70,2007-05-04,"Sri Lanka","landslide","Landslide","Rain","",NA,NA,"UK Reuters - AlertNet.org","http://uk.reuters.com/article/homepageCrisis/idUKCOL206608._CH_.242020070504","",10,"Medium",0.44456,93118,"LK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",6.0327,80.2174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63216",71,2007-05-05,"Fiji","landslide","Landslide","Rain","",NA,NA,"ICL","","",50,"Medium",61.21328,14596,"FJ","OC","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-17.56,178.25,NA,NA,NA,NA,"Ba",-17.5343,177.67407,"P","PPLA2",14596,NA,11,"Pacific/Fiji","","",973.321747640126
"63223",72,2007-05-07,"Vietnam","landslide","Mudslide","Rain","",3,NA,"AAP - Ninemsn","http://news.ninemsn.com.au/article.aspx?id=265394","",NA,"Large",24.40903,0,"VN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",19.2675,104.8433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63224",73,2007-05-08,"India","landslide","Landslide","Rain","",NA,NA,"ICL","","",50,"Medium",0.79654,7317,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.242,75.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63225",74,2007-05-19,"Bulgaria","landslide","Landslide","Rain","",NA,NA,"FOCUS News Agency","http://www.focus-fen.net/index.php?id=n112724","",5,"Medium",8.7828,11975,"BG","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",43.1083,23.6083,NA,NA,NA,NA,"Mezdra",43.15,23.7,"P","PPL",11975,NA,277,"Europe/Sofia","","",466.926707065361
"63507",75,2007-05-20,"Bulgaria","landslide","Landslide","Rain","",NA,NA,"FOCUS News Agency","http://www.focus-fen.net/index.php?id=n112803","",10,"Medium",10.95219,1152556,"BG","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",42.6452,23.2109,NA,NA,NA,NA,"Elhovo",42.16667,26.56667,"P","PPL",11107,NA,118,"Europe/Sofia","","",330.408657646564
"63789",76,2007-05-20,"China","landslide","Landslide","Rain","",10,NA,"China Central Television","http://www.cctv.com/english/20070523/105986.shtml","",10,"Medium",1.35199,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.2785,103.566,NA,NA,NA,NA,"Jincheng",28.26648,103.56838,"P","PPLA3",0,NA,1211,"Asia/Shanghai","","",78.0661256890857
"78601",77,2007-05-21,"Colombia","landslide","Mudslide","Rain","",13,NA,"Reuters - AlertNet.org","http://www.reuters.com/news/video/videoStory?videoId=53594&feedType=RSS&rpc=23","",10,"Large",0.62022,440118,"CO","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",4.8081,-75.6941,NA,NA,NA,NA,"Pereira",4.81333,-75.69611,"P","PPLA",440118,NA,1414,"America/Bogota","","",33.3440188576526
"79534",78,2007-05-23,"India","landslide","Landslide","Rain","",NA,NA,"Sikkim times.com","http://www.thestatesman.net/page.arcview.php?clid=10&id=184730&usrsess=1","",50,"Medium",1.48585,30700,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.3383,88.6069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79535",79,2007-05-25,"China","landslide","Landslide","Rain","",18,NA,"BBC News","http://news.bbc.co.uk/1/hi/world/asia-pacific/6694319.stm","",10,"Medium",1.60764,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.9334,105.2333,NA,NA,NA,NA,"Lubei",44.60866,120.9556,"P","PPLA3",0,NA,331,"Asia/Shanghai","","",75.4265529998124
"94347",80,2007-05-25,"China","landslide","Landslide","Rain","",9,NA,"Reuters - ABC News","http://www.abc.net.au/news/newsitems/200705/s1934211.htm","",10,"Medium",2.07593,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.9973,101.5333,NA,NA,NA,NA,"Xia'er",29.00594,101.51439,"P","PPLA3",0,NA,3435,"Asia/Shanghai","","",105.491574214628
"109159",81,2007-05-27,"China","landslide","Landslide","Rain","",34,NA,"Reuters - ABC News","http://www.abc.net.au/news/newsitems/200705/s1934211.htm","",10,"Medium",0.04457,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.2668,103.5681,NA,NA,NA,NA,"Jincheng",28.26648,103.56838,"P","PPLA3",0,NA,1211,"Asia/Shanghai","","",2.70895158590896
"123971",82,2007-05-28,"Canada","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","http://www.canada.com/vancouversun/news/westcoastnews/story.html?id=4f4b9a27-d26f-4cbb-98fd-9803e6b19b20","",10,"Large",2.36318,19443,"CA",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",54.5121,-128.5677,NA,NA,NA,NA,"Terrace",54.51634,-128.60345,"P","PPL",19443,NA,70,"America/Vancouver","","",105.37550367059
"124799",83,2007-05-28,"Turkey","landslide","Landslide","Rain","",NA,NA,"javno.com","http://www.javno.com/en/world/clanak.php?id=47764","",50,"Medium",1.60003,371713,"TR","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",38.5035,43.3948,NA,NA,NA,NA,"Van",38.49457,43.38323,"P","PPLA",371713,NA,1708,"Europe/Istanbul","","",76.6458199196286
"125381",84,2007-06-11,"Bangladesh","landslide","Landslide","Monsoon","",128,150,"Wikipedia","http://en.wikipedia.org/wiki/2007_Chittagong_mudslide","Urban_area",NA,"Very_large",2.48492,3920222,"BD","AS","Wed Dec 16 2015 20:58:54 GMT+0000 (UTC)",22.3555,91.8205,NA,NA,NA,NA,"Chittagong",22.3384,91.83168,"P","PPLA",3920222,NA,15,"Asia/Dhaka","","",127.774952511986
"125484",85,2007-06-11,"Bangladesh","landslide","Mudslide","Downpour","",3,NA,"Red Cross - Field reports","http://en.wikipedia.org/wiki/2007_Chittagong_mudslide","",10,"Medium",25.83472,25708,"BD","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",22.6368,92.1453,NA,NA,NA,NA,"Raojan",22.53511,91.91919,"P","PPL",25708,NA,9,"Asia/Dhaka","","",1355.91188030834
"125587",86,2007-06-11,"China","landslide","Mudslide","Downpour","",66,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",17.03062,66442,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.443,111.792,NA,NA,NA,NA,"Baoshi",45.81667,121.16667,"P","PPLA4",0,NA,461,"Asia/Shanghai","","",84.9311227655238
"140399",87,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",50,"Medium",3.13089,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.0333,102.8667,NA,NA,NA,NA,"Xiangshan",31.66055,118.58682,"P","PPLA4",0,NA,38,"Asia/Shanghai","","",78.5796604539741
"155211",88,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",8.41367,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",25.934,118.288,NA,NA,NA,NA,"Longwang",32.21184,111.97292,"P","PPLA4",0,NA,96,"Asia/Shanghai","","",145.806483466046
"170023",89,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",9.12332,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.278,116.036,NA,NA,NA,NA,"Jingxi",26.12932,119.17589,"P","PPLA4",0,NA,15,"Asia/Shanghai","","",6.09631999741849
"184835",90,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",10,"Medium",0.57001,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",22.76,113.247,NA,NA,NA,NA,"Lasite",47.89027,88.10956,"P","PPLA4",0,NA,945,"Asia/Urumqi","","",26.6812497849892
"199647",91,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",13.80524,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",23.641,108.281,NA,NA,NA,NA,"Qiaoshan",29.76399,117.71927,"P","PPLA4",0,NA,187,"Asia/Shanghai","","",14.9587617026903
"214459",92,2007-06-11,"China","landslide","Mudslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875","",NA,"Medium",3.13435,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",22.854,113.493,NA,NA,NA,NA,"Sanquan",29.13233,107.20375,"P","PPLA4",0,NA,593,"Asia/Shanghai","","",39.8963692600558
"229271",93,2007-06-13,"India","landslide","Landslide","Rain","",NA,NA,"Liveleak.com","http://www.liveleak.com/view?i=6f2_1188615914&c=1","",25,"Small",3.15411,515574,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.7324,88.4089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229272",94,2007-06-15,"India","landslide","Landslide","Rain","",NA,NA,"Kalimpong.info","http://www.kalimpong.info/2007/06/15/landslide-hits-highway-raging-river-threatens-to-wreak-havoc/","",25,"Medium",10.70327,12311,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.8096,88.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229273",95,2007-06-17,"China","landslide","Landslide","Rain","",8,NA,"World Meteorological Org","http://www.wmo.int/pages/mediacentre/news/archive/news_june2007.html","",NA,"Medium",4.67313,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",31.2912,112.188,NA,NA,NA,NA,"Shiye",28.38168,109.05747,"P","PPLA4",0,NA,379,"Asia/Shanghai","","",131.003878018325
"244085",96,2007-06-24,"Taiwan","landslide","Landslide","Rain","",NA,NA,"Taiwan headlines.gov","http://www.taiwanheadlines.gov.tw/ct.asp?xItem=78932&CtNode=39","",50,"Medium",3.70701,0,"TW","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",23.4535,120.4256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244086",97,2007-06-25,"India","landslide","Landslide","Rain","",18,NA,"United Nations Development Programme - Relief Web","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",15,"Medium",11.96851,13121,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",16.9648,73.5189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244087",98,2007-06-25,"India","landslide","Landslide","Rain","",10,NA,"United Nations Development Programme - Relief Web","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",25,"Medium",2.36029,228745,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",18.431,79.1492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244088",99,2007-06-25,"India","landslide","Landslide","Rain","",2,NA,"United Nations Development Programme - Relief Web","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",25,"Medium",5.589,12691836,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",19.0298,72.9104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244089",100,2007-06-25,"India","landslide","Landslide","Rain","",NA,NA,"","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",50,"Medium",5.8806,439922,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",11.2738,75.8275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244090",101,2007-06-25,"India","landslide","Landslide","Monsoon","",4,NA,"United Nations Development Programme - Relief Web","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","Unknown",NA,"Large",3.87096,11651,"IN","AS","Fri Jan 08 2016 23:23:44 GMT+0000 (UTC)",11.7095,76.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244091",102,2007-06-25,"India","landslide","Landslide","Rain","",NA,NA,"","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",15,"Medium",10.53686,14060,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",15.8294,78.0501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244092",103,2007-06-25,"India","landslide","Landslide","Rain","",NA,NA,"","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",15,"Medium",0.87095,127010,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",14.4702,78.8205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244093",104,2007-06-25,"India","landslide","Landslide","Rain","",NA,NA,"","http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument","",NA,"Medium",8.53133,38714,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",16.6252,80.6128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244094",105,2007-06-27,"Ecuador","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2908","",5,"Medium",0.47714,15276,"EC","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-4.065,-78.951,NA,NA,NA,NA,"Zamora",-4.06685,-78.95488,"P","PPLA",15276,NA,918,"America/Guayaquil","","",18.9904182496905
"244216",106,2007-06-27,"Ecuador","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2908","",50,"Medium",0.35649,117796,"EC","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-3.99,-79.205,NA,NA,NA,NA,"Loja",-3.99313,-79.20422,"P","PPLA",117796,NA,2060,"America/Guayaquil","","",20.2091505560974
"244338",107,2007-06-27,"Ecuador","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2908","",NA,"Medium",33.94603,5114,"EC","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-0.356,-78.148,NA,NA,NA,NA,"Sangolqui",-0.33405,-78.45217,"P","PPL",5114,NA,2513,"America/Guayaquil","","",1828.15753973011
"244460",108,2007-06-28,"China","landslide","Landslide","Rain","",NA,NA,"","http://english.cri.cn/3100/2007/06/28/1221@243464.htm","",5,"Small",4.82581,2035307,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",38.9325,121.553,NA,NA,NA,NA,"Wujimi",45.21853,127.8358,"P","PPLA4",0,NA,205,"Asia/Shanghai","","",18.1416001549988
"259272",109,2007-07-01,"United States","landslide","Landslide","Rain","",NA,NA,"NBC5i.com","http://www.nbc5i.com/news/13604036/detail.html","",5,"Medium",0.03668,42409,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",32.7995,-97.2688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259273",110,2007-07-01,"Vietnam","landslide","Landslide","Rain","",3,NA,"thanhniennews.com","http://www.thanhniennews.com/society/?catid=3&newsid=29575","",5,"Medium",1.03388,135477,"VN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",21.0233,107.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259274",111,2007-07-02,"India","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","https://web.archive.org/web/20090211075301/http://tribuneindia.com/2007/20070703/j&k.htm#1","",25,"Medium",0.16739,7317,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",33.2443135,75.22742083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259275",112,2007-07-02,"Pakistan","landslide","Landslide","Rain","",23,NA,"Islamic Republic News Agency","http://www.irna.ir/en/news/view/menu-234/0607035680142307.htm","",5,"Large",6.0825,0,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",34.5625,73.8319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259276",113,2007-07-03,"Japan","landslide","Landslide","Tropical_Cyclone","Typhoon Man-yi",NA,NA,"Reuters - AlertNet.org","http://www.alertnet.org/thenews/newsdesk/SP1784.htm","",10,"Medium",4.30907,555352,"JP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",31.572,130.5149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259277",114,2007-07-03,"Norway","landslide","Mudslide","Rain","",21,NA,"Aftenposten","http://www.aftenposten.no/english/local/article1870148.ece","",15,"Medium",3.53259,0,"NO","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",60.4279,9.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259278",115,2007-07-04,"Mexico","landslide","Landslide","Rain","",7,NA,"nytimes.com","http://www.nytimes.com/2007/07/04/world/americas/04cnd-mexico.html?_r=1&hp&oref=slogin","",50,"Medium",9.51003,1947,"MX",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",18.5369,-96.8229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259279",116,2007-07-05,"Nepal","landslide","Landslide","Rain","",7,NA,"Kantipuronline.com","http://www.kantipuronline.com/kolnews.php?&nid=119797","",25,"Medium",8.72599,23296,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.1952,83.6099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259280",117,2007-07-05,"United Kingdom","landslide","Landslide","Rain","",NA,NA,"","http://www.expressandstar.co.uk/2007/07/05/rain-causes-new-landslide/","",15,"Small",1.21963,19463,"GB","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",51.3681,-0.4367,NA,NA,NA,NA,"Ystrad Mynach",51.64276,-3.2362,"P","PPLA2",0,NA,115,"Europe/London","","",4163.25766920832
"259281",118,2007-07-07,"Pakistan","landslide","Landslide","Rain","",22,NA,"","http://www.nerve.in/news:25350073877","",50,"Medium",25.50012,0,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",35.3544,73.0208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259282",119,2007-07-08,"Canada","landslide","Landslide","Unknown","",NA,NA,"","http://www.cfra.com/headlines/index.asp?cat=1&nid=50672","",10,"Small",1.74759,812129,"CA",NA,"Fri Sep 12 2014 19:45:53 GMT+0000 (UTC)",45.4257,-75.6896,NA,NA,NA,NA,"le Plateau",45.43514,-75.7803,"P","PPL",15000,NA,89,"America/Toronto","","",92.7692881187441
"260110",120,2007-07-10,"Philippines","landslide","Landslide","Rain","",NA,NA,"","http://www.radioaustralia.net.au/news/stories/s1974781.htm","",50,"Medium",12.76242,0,"PH","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",7.8098,125.4498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260111",121,2007-07-11,"Philippines","landslide","Landslide","Rain","",26,NA,"","http://www.visayandailystar.com/2007/July/12/topstory3.htm","",25,"Medium",1.13847,5004,"PH","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",9.75,122.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260112",122,2007-07-12,"Philippines","landslide","Landslide","Rain","",3,NA,"","http://www.kantipuronline.com/kolnews.php?&nid=115714","",25,"Medium",33.93016,0,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",29.356,81.3098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260113",123,2007-07-12,"Philippines","landslide","Landslide","Rain","",NA,NA,"Kantipuronline.com","http://www.kantipuronline.com/kolnews.php?&nid=115714","",25,"Medium",9.70301,23296,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.2168,83.6666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260114",124,2007-07-13,"Dominican Republic","landslide","Landslide","Unknown","",NA,NA,"Dominican Today","http://www.dominicantoday.com/app/article.aspx?id=24682","",5,"Small",1.70298,13456,"DO",NA,"Mon Sep 15 2014 17:05:55 GMT+0000 (UTC)",18.4757,-69.914,NA,NA,NA,NA,"Villa Consuelo",18.48333,-69.9,"P","PPLX",28621,NA,50,"America/Santo_Domingo","","",96.3222400000675
"260320",125,2007-07-13,"Philippines","landslide","Landslide","Unknown","",NA,NA,"","","",10,"Medium",2.85205,309709,"PH","AS","Mon Sep 15 2014 14:50:54 GMT+0000 (UTC)",8.9697,125.5593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260321",126,2007-07-16,"India","landslide","Mudslide","Rain","",NA,NA,"thestatesman.net","http://www.thestatesman.net/page.news.php?clid=10&theme=&usrsess=1&id=162949","",15,"Medium",2.01104,1147,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.1499,88.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260322",127,2007-07-17,"Ireland","landslide","Landslide","Rain","",NA,NA,"u.tv","http://u.tv/newsroom/indepth.asp?id=83701&pt=n","",10,"Small",7.53836,9472,"GB","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",54.8226,-5.9506,NA,NA,NA,NA,"Ystrad Mynach",51.64276,-3.2362,"P","PPLA2",0,NA,115,"Europe/London","","",17843.3167835127
"260323",128,2007-07-17,"United States","landslide","Landslide","Rain","",NA,NA,"kgw","http://www.kgw.com/news-local/stories/kgw_071707_news_astoria_slide.84cd7e06.html","Below_road",5,"Small",0.9705,9477,"US",NA,"Thu Jun 09 2016 16:50:53 GMT+0000 (UTC)",46.1836,-123.8203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260324",129,2007-07-19,"China","landslide","Landslide","Rain","",27,NA,"earthtimes.org","http://www.earthtimes.org/articles/show/84870.html","",50,"Large",6.29973,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",25.0333,98.4667,NA,NA,NA,NA,"Yongfu",25.06534,117.30295,"P","PPLA4",0,NA,769,"Asia/Shanghai","","",220.915243727764
"275136",130,2007-07-19,"India","landslide","Landslide","Rain","",6,NA,"Saharas Samay","http://www.saharasamay.com/samayhtml/articles.aspx?newsid=80536","",15,"Medium",3.80164,2000,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.1699,91.7986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275137",131,2007-07-20,"India","landslide","Landslide","Downpour","",NA,NA,"Red Cross - Field reports","https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2971","",10,"Medium",1.43277,62836,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",11.855,75.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275138",132,2007-07-20,"United Kingdom","landslide","Landslide","Rain","",NA,NA,"UK-BBC.com","http://news.bbc.co.uk/2/hi/uk_news/england/berkshire/6908862.stm","",1,"Small",2.24648,2168,"GB","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",51.4536,-1.3166,NA,NA,NA,NA,"Ystrad Mynach",51.64276,-3.2362,"P","PPLA2",0,NA,115,"Europe/London","","",3074.41064985639
"275139",133,2007-07-21,"India","landslide","Landslide","Rain","",1,NA,"Zeenews.com","","",50,"Medium",2.35894,27489,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",23.9304,88.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
